City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Date Time
Zyryanskoye,RU,56.83,86.62,50.51,85,80,13.56,2018-05-28 20:48:53
Kruisfontein,ZA,-34,24.73,59.69,93,0,14.79,2018-05-28 20:42:49
Bowmore,US,34.94,-79.3,74.8,94,90,9.17,2018-05-28 20:17:00
Thompson,CA,55.74,-97.86,73.4,28,20,12.75,2018-05-28 20:00:00
Muscat,OM,23.6,58.55,96.8,32,0,9.17,2018-05-28 19:50:00
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Hermanus,ZA,-34.42,19.24,49.7,100,80,3.27,2018-05-28 20:36:14
Punta Arenas,CL,-53.16,-70.91,41,75,40,26.4,2018-05-28 20:00:00
Pisco,PE,-13.71,-76.2,62.6,93,90,3.36,2018-05-28 20:00:00
Atuona,PF,-9.8,-139.03,80.03,100,8,16.58,2018-05-28 20:36:51
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Hilo,US,19.71,-155.08,82.4,65,1,11.41,2018-05-28 19:53:00
Georgetown,GY,6.8,-58.16,75.2,100,20,4.7,2018-05-28 20:00:00
Airai,TL,-8.93,125.41,82.91,46,0,1.81,2018-05-28 20:37:39
Naze,NG,5.43,7.07,72.74,97,44,3.15,2018-05-28 20:49:11
Dunedin,NZ,-45.87,170.5,41.96,86,0,3.38,2018-05-28 20:47:28
Yellowknife,CA,62.45,-114.38,51.8,76,90,11.41,2018-05-28 20:00:00
Rincon,US,32.3,-81.24,78.13,88,40,8.05,2018-05-28 20:35:00
Sao Miguel,BR,4.52,-61.01,62.84,96,12,2.59,2018-05-28 20:49:15
Marsa Matruh,EG,31.35,27.25,71.6,83,40,11.41,2018-05-28 20:00:00
Hobart,AU,-42.88,147.33,60.8,63,75,16.11,2018-05-28 20:00:00
Saravena,CO,6.96,-71.88,68.06,96,68,2.59,2018-05-28 20:49:19
Maiduguri,NG,11.84,13.15,76.79,68,32,10.98,2018-05-28 20:49:20
Bagotville,AU,-28.98,153.42,67.61,100,80,4.27,2018-05-28 20:49:21
Belaya Gora,RU,68.54,146.19,50.06,68,12,20.83,2018-05-28 20:49:23
Tuktoyaktuk,CA,69.44,-133.03,26.6,86,90,10.29,2018-05-28 20:00:00
